wl,alpha,beta
486.0,0.502617,0.673564
489.0,0.49506000000000006,0.672671
492.0,0.487526,0.671909
495.0,0.480017,0.67128
498.0,0.472534,0.670787
501.0,0.46507600000000004,0.67043
504.0,0.45764,0.670211
507.0,0.450229,0.670137
510.0,0.44284399999999996,0.6702130000000001
513.0,0.4355,0.6704220000000001
516.0,0.428192,0.6707569999999999
519.0,0.42089399999999993,0.6712359999999999
522.0,0.41361000000000003,0.671866
525.0,0.406358,0.672652
528.0,0.399169,0.67357
531.0,0.39207800000000004,0.6745399999999999
534.0,0.38508400000000004,0.6755680000000001
537.0,0.378123,0.676632
540.0,0.371105,0.677787
543.0,0.363971,0.679138
546.0,0.35675999999999997,0.680709
549.0,0.349585,0.682512
552.0,0.342589,0.684466
555.0,0.335841,0.68643
558.0,0.329282,0.688307
561.0,0.322716,0.690099
564.0,0.31595300000000004,0.691926
567.0,0.308971,0.6939310000000001
570.0,0.30196300000000004,0.6962020000000001
573.0,0.295177,0.6986140000000001
576.0,0.288693,0.700936
579.0,0.282194,0.703014
582.0,0.27521,0.705006
585.0,0.267432,0.707376
588.0,0.25911300000000004,0.710617
591.0,0.251161,0.714857
594.0,0.244763,0.7196229999999999
597.0,0.240637,0.7239479999999999
600.0,0.23852199999999998,0.7268319999999999
603.0,0.237137,0.7277710000000001
606.0,0.234709,0.727037
609.0,0.22974299999999998,0.7255199999999999
612.0,0.22150799999999998,0.7243430000000001
615.0,0.21004499999999998,0.724591
618.0,0.19613699999999998,0.7271449999999999
621.0,0.18127100000000002,0.732525
624.0,0.16766099999999998,0.740672
627.0,0.15796500000000002,0.750683
630.0,0.154229,0.760646
633.0,0.156805,0.768108
636.0,0.163216,0.771239
639.0,0.169398,0.770037
642.0,0.17185699999999998,0.765772
645.0,0.168471,0.760547
648.0,0.15876099999999999,0.756491
651.0,0.143953,0.755428
654.0,0.126873,0.7584989999999999
657.0,0.111631,0.765558
660.0,0.102434,0.774713
663.0,0.101361,0.782658
666.0,0.106552,0.786046
669.0,0.112544,0.783227
672.0,0.11248399999999999,0.7750600000000001
675.0,0.100727,0.764469
678.0,0.074223,0.7557149999999999
681.0,0.033576,0.753836
684.0,-0.015280000000000002,0.763718
687.0,-0.059638,0.788025
690.0,-0.082291,0.8238639999999999
693.0,-0.070727,0.8614620000000001
696.0,-0.027169,0.888913
699.0,0.032796,0.8995059999999999
702.0,0.092008,0.8938729999999999
705.0,0.139678,0.8765
708.0,0.171624,0.852035
711.0,0.187031,0.8238690000000001
714.0,0.186602,0.7939729999999999
717.0,0.170544,0.763584
720.0,0.138106,0.7337859999999999
723.0,0.087628,0.706167
726.0,0.017238999999999997,0.6836300000000001
729.0,-0.07305,0.671326
732.0,-0.177038,0.6765770000000001
735.0,-0.274862,0.707963
738.0,-0.333712,0.766709
741.0,-0.325799,0.838816
744.0,-0.255024,0.9004709999999999
747.0,-0.15449000000000002,0.9354290000000001
750.0,-0.058457,0.9423799999999999
753.0,0.013694,0.928206
756.0,0.055865,0.900545
759.0,0.066193,0.865627
762.0,0.04446,0.8298469999999999
765.0,-0.005381,0.800149
768.0,-0.076218,0.7808
771.0,-0.156245,0.777676
774.0,-0.223827,0.7948310000000001
777.0,-0.258247,0.827873
780.0,-0.251,0.866174
783.0,-0.211248,0.898483
786.0,-0.155836,0.9186549999999999
789.0,-0.09901499999999999,0.9259850000000001
792.0,-0.049004,0.922449
795.0,-0.009315,0.91053
798.0,0.019115,0.892284
801.0,0.036863,0.8690110000000001
804.0,0.044652,0.8414440000000001
807.0,0.042039,0.810226
810.0,0.028924000000000002,0.775537
813.0,0.004765999999999999,0.737398
816.0,-0.031483,0.6957260000000001
819.0,-0.081454,0.650521
822.0,-0.147315,0.602187
825.0,-0.231519,0.551986
828.0,-0.335631,0.503127
831.0,-0.45828100000000005,0.462531
834.0,-0.589921,0.442538
837.0,-0.705724,0.459866
840.0,-0.7680779999999999,0.525824
843.0,-0.750201,0.6307619999999999
846.0,-0.662485,0.744583
849.0,-0.542463,0.8395469999999999
852.0,-0.42340500000000003,0.905495
855.0,-0.320975,0.945371
858.0,-0.237354,0.9662040000000001
861.0,-0.17138699999999998,0.9736440000000001
864.0,-0.120029,0.9719270000000001
867.0,-0.08051799999999999,0.9638120000000001
870.0,-0.050711,0.9510540000000001
873.0,-0.02903,0.934773
876.0,-0.014341999999999999,0.915694
879.0,-0.0058460000000000005,0.8942959999999999
882.0,-0.003,0.8708969999999999
885.0,-0.005458,0.845722
888.0,-0.012593,0.8194
891.0,-0.024687999999999998,0.791818
894.0,-0.041904000000000004,0.763025
897.0,-0.06436900000000001,0.733218
900.0,-0.092263,0.702665
